latitude,longitude,reflectivity_dbz,sweep_number,elevation_angle,rainfall_rate_mm_hr,rainfall_intensity_category,timestamp
23.191769,89.907667,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
20.933267,88.838911,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.075534,89.616404,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
24.325189,87.428731,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
20.930421,89.735983,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.619599,88.649146,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.696257,89.084241,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.55093,88.393918,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
20.893471,88.917866,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.539044,90.12656,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.014761,87.152523,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.946827,88.098485,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
23.583306,88.933746,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.693706,86.730245,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.374306,88.179552,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.356573,89.061403,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.373825,88.721541,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.065309,86.973993,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
24.036875,89.225124,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.625875,90.582683,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.765859,89.327589,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.711386,90.510422,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
21.967383,86.292238,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.840766,89.924714,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
22.824927,89.83124,59.0,0,0.5,278.557,Very Heavy,2025-04-27 00:22:33
